====================================================
STARTING PROCESS Access Point
    Start time: 2025-10-01 12:30:00.022996+00:00
    Version: 2808
    Command line: ['.venv/bin/python3', '-m', 'process.access_point', '--market', 'US', '--ap', 'ARC']
====================================================
2025-10-01 12:30:17,820 - root - INFO - prometheus client http server running on http://prometheus.co
2025-10-01 12:30:17,957 - root - INFO - Initialized prometheus server.
2025-10-01 12:30:17,958 - root - INFO - Kafka publishing on topic internal_topic at brokers:9092
2025-10-01 12:30:17,971 - root - INFO - reading messages from 2025-10-01
2025-10-01 12:30:17,971 - subscription_state - INFO - Updating subscribed topics to: frozenset({'internal_topic'})
2025-10-01 12:30:17,983 - root - INFO - Kafka reading from start of day 2025-10-01 05:00:00+00:00 on topic internal_topic from brokers:9092
2025-10-01 12:30:18,527 - root - INFO - Kafka source starting for topic internal_topic at current offset 108569235534 end offset 133085825970 on servers brokers:9092
2025-10-01 12:30:25,589 - root - INFO - Kafka topic internal_topic is caught up at offset 10858223235969
2025-10-01 12:30:25,589 - root - INFO - Connecting to ARC at 124.4.4.4.4:12345
2025-10-01 12:30:25,589 - root - INFO - ARC attempting to connect to 124.4.4.4.4:12345
2025-10-01 12:30:25,590 - root - INFO - ARC connected to 124.4.4.4.4:12345
2025-10-01 12:30:25,590 - root - INFO - client connected ARC from ('127.0.0.1', 1377)
2025-10-01 14:00:45,900 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 21}
2025-10-01 19:44:58,207 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 42021}
2025-10-01 19:45:40,885 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 42221}
2025-10-01 19:46:23,208 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 42421}
2025-10-01 19:47:09,899 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 42621}
2025-10-01 19:47:59,813 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 42821}
2025-10-01 19:48:42,034 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 43021}
2025-10-01 19:49:20,500 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 43221}
2025-10-01 19:50:00,727 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 43421}
2025-10-01 19:50:29,687 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 43621}
2025-10-01 19:50:56,824 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 43821}
2025-10-01 19:51:21,959 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 44021}
2025-10-01 19:51:43,445 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 44221}
2025-10-01 19:52:41,519 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 44421}
2025-10-01 19:54:05,375 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 44621}
2025-10-01 19:55:21,264 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 44821}
2025-10-01 19:56:38,289 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 45021}
2025-10-01 19:57:35,635 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 45221}
2025-10-01 19:58:32,363 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 45421}
2025-10-01 19:59:08,050 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 45621}
2025-10-01 19:59:39,705 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 45821}
2025-10-01 20:00:10,261 - root - INFO - msgs by type: {<Message.INITIATE: 'I'>: 1, <Message.TEST_NOTICE: 'T'>: 1, <Message.HEARTBEAT: 'H'>: 177, <Message.ACCESS_SUCCESS: 'AS'>: 46021}
